Discipline,FinalOutcome,Sum of SatisfactionRating,Year,Quarter,Month,Day,Sum of SessionLengthMin,StudentLevel,TaskType,Sum of TotalPrompts,UsedAgain,Sum of AI_AssistanceLevel
Biology,Gave Up,2.4,2024,Qtr 4,December,28,23.79,High School,Studying,6,FALSE,3
Biology,Gave Up,2.5,2025,Qtr 1,January,3,16.64,Graduate,Studying,4,TRUE,3
Biology,Gave Up,3.7,2025,Qtr 1,January,4,35.86,Graduate,Studying,10,TRUE,4
Biology,Gave Up,3.3,2025,Qtr 1,January,11,9.25,Undergraduate,Studying,2,TRUE,3
Biology,Gave Up,5,2025,Qtr 1,January,13,13.75,High School,Studying,3,TRUE,5
Biology,Gave Up,1.4,2025,Qtr 1,January,17,1.44,Graduate,Writing,1,FALSE,2
Biology,Gave Up,5,2025,Qtr 1,January,20,22.67,High School,Writing,11,FALSE,4
Biology,Gave Up,1.2,2025,Qtr 1,January,22,21.42,Undergraduate,Brainstorming,6,FALSE,3
Biology,Gave Up,1.9,2025,Qtr 1,January,22,8.36,Undergraduate,Homework Help,4,TRUE,3
Biology,Gave Up,3.2,2025,Qtr 1,January,30,7.4,Undergraduate,Brainstorming,1,FALSE,4
Biology,Gave Up,2.2,2025,Qtr 1,February,6,16.83,Undergraduate,Homework Help,7,FALSE,3
Biology,Gave Up,4.5,2025,Qtr 1,February,9,9.35,Graduate,Studying,2,TRUE,4
Biology,Gave Up,2.6,2025,Qtr 1,February,12,17.15,Undergraduate,Studying,3,TRUE,2
Biology,Gave Up,3.1,2025,Qtr 1,February,13,7.24,Graduate,Studying,1,TRUE,4
Biology,Gave Up,2.3,2025,Qtr 1,February,17,28.34,Undergraduate,Coding,5,FALSE,3
Biology,Gave Up,5,2025,Qtr 1,February,18,14.08,Undergraduate,Homework Help,3,TRUE,5
Biology,Gave Up,2.6,2025,Qtr 1,February,21,18.2,Undergraduate,Homework Help,4,FALSE,4
Biology,Gave Up,1.4,2025,Qtr 1,March,4,18.28,High School,Writing,4,FALSE,3
Biology,Gave Up,2.4,2025,Qtr 1,March,4,1.05,Undergraduate,Writing,1,FALSE,3
Biology,Gave Up,2.5,2025,Qtr 1,March,7,25.84,Undergraduate,Studying,9,TRUE,3
Biology,Gave Up,1.6,2025,Qtr 1,March,12,23.53,Undergraduate,Writing,5,TRUE,3
Biology,Gave Up,1.7,2025,Qtr 1,March,16,20.04,Undergraduate,Homework Help,6,FALSE,2
Biology,Gave Up,3.4,2025,Qtr 1,March,20,15.32,Graduate,Writing,4,TRUE,3
Biology,Gave Up,3.8,2025,Qtr 1,March,20,18.23,High School,Coding,4,TRUE,4
Biology,Gave Up,4.3,2025,Qtr 1,March,23,25.37,Graduate,Homework Help,9,FALSE,3
Biology,Gave Up,2.9,2025,Qtr 1,March,24,45.63,Undergraduate,Studying,14,TRUE,3
Biology,Gave Up,4.7,2025,Qtr 1,March,26,5.57,Graduate,Writing,2,FALSE,5
Biology,Gave Up,2.8,2025,Qtr 1,March,30,23.17,Graduate,Homework Help,7,FALSE,3
Biology,Gave Up,4,2025,Qtr 2,April,1,10.22,Undergraduate,Writing,3,TRUE,3
Biology,Gave Up,5,2025,Qtr 2,April,3,12.66,High School,Homework Help,3,TRUE,5
Biology,Gave Up,3.1,2025,Qtr 2,April,3,10.59,High School,Studying,3,FALSE,3
Biology,Gave Up,4.9,2025,Qtr 2,April,4,6.78,Undergraduate,Coding,1,TRUE,4
Biology,Gave Up,3.2,2025,Qtr 2,April,8,3.69,Graduate,Studying,1,FALSE,3
Biology,Gave Up,3.1,2025,Qtr 2,April,16,11.6,Undergraduate,Coding,2,TRUE,2
Biology,Gave Up,3.1,2025,Qtr 2,April,19,27.82,Graduate,Studying,11,FALSE,3
Biology,Gave Up,5,2025,Qtr 2,April,22,24.34,Undergraduate,Homework Help,10,FALSE,4
Biology,Gave Up,4.2,2025,Qtr 2,April,22,37.5,Undergraduate,Studying,12,TRUE,5
Biology,Gave Up,3.9,2025,Qtr 2,April,25,11.12,Graduate,Writing,4,FALSE,4
Biology,Gave Up,3.6,2025,Qtr 2,April,26,7.49,Graduate,Studying,1,TRUE,4
Biology,Gave Up,3.6,2025,Qtr 2,April,27,21.29,Graduate,Coding,8,TRUE,4
Biology,Gave Up,4.1,2025,Qtr 2,April,27,13.15,High School,Writing,3,FALSE,3
Biology,Gave Up,1.8,2025,Qtr 2,April,27,15.53,Undergraduate,Studying,5,TRUE,2
Biology,Gave Up,3.4,2025,Qtr 2,April,28,43.85,High School,Studying,9,FALSE,3
Biology,Gave Up,2.5,2025,Qtr 2,May,3,6.17,Graduate,Homework Help,1,FALSE,2
Biology,Gave Up,2.9,2025,Qtr 2,May,16,14.47,High School,Brainstorming,6,TRUE,2
Biology,Gave Up,1.7,2025,Qtr 2,May,19,5.96,Undergraduate,Homework Help,1,FALSE,2
Biology,Gave Up,2.1,2025,Qtr 2,May,23,18.86,Undergraduate,Coding,7,TRUE,3
Biology,Gave Up,2.3,2025,Qtr 2,May,24,14.76,Undergraduate,Coding,3,FALSE,3
Biology,Gave Up,3.5,2025,Qtr 2,May,26,14.49,Graduate,Coding,4,TRUE,3
Biology,Gave Up,1.1,2025,Qtr 2,May,26,7.48,High School,Writing,1,TRUE,3
Biology,Gave Up,4.9,2025,Qtr 2,May,30,35.26,High School,Writing,7,TRUE,4
Biology,Gave Up,2,2025,Qtr 2,May,30,5.87,Undergraduate,Research,1,TRUE,3
Biology,Gave Up,2.1,2025,Qtr 2,June,3,55.91,Undergraduate,Writing,12,FALSE,3
Biology,Gave Up,3.3,2025,Qtr 2,June,12,16.65,Graduate,Homework Help,3,FALSE,4
Biology,Gave Up,5,2025,Qtr 2,June,13,17.88,High School,Studying,7,TRUE,4
Biology,Gave Up,3.6,2025,Qtr 2,June,15,19.03,Undergraduate,Studying,4,FALSE,3
Biology,Gave Up,4.5,2025,Qtr 2,June,17,31.51,Undergraduate,Homework Help,6,FALSE,4
Biology,Gave Up,4.7,2025,Qtr 2,June,22,9.11,Undergraduate,Studying,1,FALSE,4
Biology,Gave Up,2.3,2025,Qtr 2,June,23,18.43,High School,Homework Help,6,FALSE,3
Biology,Idea Drafted,4,2024,Qtr 2,June,24,23.98,Graduate,Brainstorming,8,TRUE,4
Biology,Idea Drafted,3.1,2024,Qtr 2,June,24,14.96,High School,Homework Help,3,TRUE,3
Biology,Idea Drafted,2.8,2024,Qtr 2,June,24,15.38,Undergraduate,Homework Help,5,TRUE,3
Biology,Idea Drafted,2.3,2024,Qtr 2,June,25,22.66,Undergraduate,Writing,5,FALSE,4
Biology,Idea Drafted,2.2,2024,Qtr 2,June,27,59.71,Undergraduate,Brainstorming,16,TRUE,3
Biology,Idea Drafted,3.2,2024,Qtr 2,June,27,13.45,Undergraduate,Coding,5,TRUE,3
Biology,Idea Drafted,4,2024,Qtr 2,June,29,34.35,Undergraduate,Studying,11,FALSE,5
Biology,Idea Drafted,2.3,2024,Qtr 2,June,29,56.41,Undergraduate,Studying,15,TRUE,4
Biology,Idea Drafted,2.3,2024,Qtr 2,June,30,57.24,High School,Writing,13,FALSE,2
Biology,Idea Drafted,4,2024,Qtr 2,June,30,6.87,Undergraduate,Coding,1,TRUE,5
Biology,Idea Drafted,3.1,2024,Qtr 2,June,30,19.82,Undergraduate,Studying,4,TRUE,3
Biology,Idea Drafted,4.4,2024,Qtr 2,June,30,41.31,Undergraduate,Writing,11,TRUE,4
Biology,Idea Drafted,2.7,2024,Qtr 3,July,3,12.21,Undergraduate,Homework Help,2,TRUE,2
Biology,Idea Drafted,3.5,2024,Qtr 3,July,5,12.85,Graduate,Coding,5,TRUE,3
Biology,Idea Drafted,1.7,2024,Qtr 3,July,6,51.18,Graduate,Coding,16,TRUE,2
Biology,Idea Drafted,3.3,2024,Qtr 3,July,8,26.07,Undergraduate,Studying,7,TRUE,3
Biology,Idea Drafted,2.9,2024,Qtr 3,July,10,6.74,Graduate,Coding,1,TRUE,2
Biology,Idea Drafted,5,2024,Qtr 3,July,10,17.96,Undergraduate,Writing,6,TRUE,5
Biology,Idea Drafted,8.1,2024,Qtr 3,July,11,8.23,Undergraduate,Studying,3,TRUE,7
Biology,Idea Drafted,1,2024,Qtr 3,July,13,10.24,Undergraduate,Writing,2,FALSE,2
Biology,Idea Drafted,3,2024,Qtr 3,July,13,4.87,Undergraduate,Writing,1,TRUE,4
Biology,Idea Drafted,2.6,2024,Qtr 3,July,15,54.39,Undergraduate,Research,26,TRUE,2
Biology,Idea Drafted,3.6,2024,Qtr 3,July,16,7.5,Graduate,Brainstorming,3,FALSE,4
Biology,Idea Drafted,5,2024,Qtr 3,July,17,20.47,Graduate,Writing,4,TRUE,5
Biology,Idea Drafted,2.4,2024,Qtr 3,July,17,8.12,Undergraduate,Coding,2,TRUE,2
Biology,Idea Drafted,4.4,2024,Qtr 3,July,19,25.29,Undergraduate,Coding,10,TRUE,4
Biology,Idea Drafted,5,2024,Qtr 3,July,20,14.87,Undergraduate,Writing,3,FALSE,4
Biology,Idea Drafted,3.1,2024,Qtr 3,July,22,32.27,High School,Writing,6,FALSE,1
Biology,Idea Drafted,2.9,2024,Qtr 3,July,22,17.62,Undergraduate,Research,4,TRUE,4
Biology,Idea Drafted,1,2024,Qtr 3,July,23,27.22,Graduate,Studying,11,FALSE,2
Biology,Idea Drafted,3,2024,Qtr 3,July,23,21.03,Undergraduate,Studying,4,TRUE,3
Biology,Idea Drafted,5,2024,Qtr 3,July,24,11.85,Graduate,Studying,5,FALSE,4
Biology,Idea Drafted,2.6,2024,Qtr 3,July,25,22.9,Graduate,Research,7,TRUE,2
Biology,Idea Drafted,1.6,2024,Qtr 3,July,26,1.35,Undergraduate,Coding,1,FALSE,2
Biology,Idea Drafted,3.1,2024,Qtr 3,July,26,26.19,Undergraduate,Writing,7,TRUE,2
Biology,Idea Drafted,3.1,2024,Qtr 3,July,27,13.38,Undergraduate,Studying,2,TRUE,4
Biology,Idea Drafted,5,2024,Qtr 3,July,28,20.69,Graduate,Studying,8,TRUE,4
Biology,Idea Drafted,5,2024,Qtr 3,July,28,7.39,High School,Coding,2,TRUE,4
Biology,Idea Drafted,4.8,2024,Qtr 3,July,29,4.36,Undergraduate,Studying,1,TRUE,5
Biology,Idea Drafted,2.7,2024,Qtr 3,July,30,47.03,Undergraduate,Coding,12,FALSE,3
Biology,Idea Drafted,2.3,2024,Qtr 3,July,31,23.22,Undergraduate,Coding,5,TRUE,3
Biology,Idea Drafted,3,2024,Qtr 3,August,2,29.03,Undergraduate,Writing,7,TRUE,3
Biology,Idea Drafted,2.4,2024,Qtr 3,August,3,27.77,Undergraduate,Writing,7,TRUE,4
Biology,Idea Drafted,5,2024,Qtr 3,August,4,4.47,High School,Homework Help,1,TRUE,5
Biology,Idea Drafted,4.3,2024,Qtr 3,August,4,14.71,Undergraduate,Writing,4,FALSE,5
Biology,Idea Drafted,4.9,2024,Qtr 3,August,5,12.75,Undergraduate,Studying,3,FALSE,4
Biology,Idea Drafted,5,2024,Qtr 3,August,5,7.75,Undergraduate,Studying,1,TRUE,4
Biology,Idea Drafted,2.4,2024,Qtr 3,August,6,19.02,High School,Studying,6,TRUE,2
Biology,Idea Drafted,2.5,2024,Qtr 3,August,7,21.69,Undergraduate,Brainstorming,4,TRUE,3
Biology,Idea Drafted,4.8,2024,Qtr 3,August,7,11.97,Undergraduate,Writing,3,TRUE,4
Biology,Idea Drafted,5,2024,Qtr 3,August,8,5.86,Graduate,Coding,2,TRUE,5
Biology,Idea Drafted,4.5,2024,Qtr 3,August,10,13.4,Undergraduate,Brainstorming,2,TRUE,5
Biology,Idea Drafted,2.3,2024,Qtr 3,August,10,11.95,Undergraduate,Coding,3,TRUE,3
Biology,Idea Drafted,4,2024,Qtr 3,August,10,22.29,Undergraduate,Studying,5,TRUE,3
Biology,Idea Drafted,3.5,2024,Qtr 3,August,11,53.8,Undergraduate,Studying,15,TRUE,4
Biology,Idea Drafted,3,2024,Qtr 3,August,11,88.21,Undergraduate,Writing,26,TRUE,3
Biology,Idea Drafted,4.9,2024,Qtr 3,August,12,7.37,High School,Brainstorming,2,FALSE,5
Biology,Idea Drafted,4.4,2024,Qtr 3,August,12,17.53,High School,Studying,6,TRUE,5
Biology,Idea Drafted,4.7,2024,Qtr 3,August,13,11.98,Undergraduate,Writing,2,TRUE,4
Biology,Idea Drafted,3.1,2024,Qtr 3,August,14,13.05,Graduate,Brainstorming,5,TRUE,4
Biology,Idea Drafted,5,2024,Qtr 3,August,15,5.3,Undergraduate,Homework Help,2,TRUE,5
Biology,Idea Drafted,3.5,2024,Qtr 3,August,15,26.24,Undergraduate,Writing,6,TRUE,4
Biology,Idea Drafted,5,2024,Qtr 3,August,16,19.02,Undergraduate,Brainstorming,4,TRUE,5
Biology,Idea Drafted,3.6,2024,Qtr 3,August,16,10.94,Undergraduate,Coding,5,TRUE,5
Biology,Idea Drafted,2,2024,Qtr 3,August,16,35.17,Undergraduate,Homework Help,8,TRUE,3
Biology,Idea Drafted,2.2,2024,Qtr 3,August,18,6.08,Undergraduate,Coding,1,TRUE,2
Biology,Idea Drafted,3.7,2024,Qtr 3,August,19,17.89,Graduate,Research,4,TRUE,4
Biology,Idea Drafted,4,2024,Qtr 3,August,19,19.09,Undergraduate,Brainstorming,4,TRUE,3
Biology,Idea Drafted,7,2024,Qtr 3,August,19,16.03,Undergraduate,Studying,3,FALSE,8
Biology,Idea Drafted,4.3,2024,Qtr 3,August,20,28.02,Graduate,Studying,8,TRUE,4
Biology,Idea Drafted,4,2024,Qtr 3,August,20,16.13,Graduate,Writing,3,TRUE,4
Biology,Idea Drafted,4.2,2024,Qtr 3,August,21,4.98,Graduate,Writing,1,TRUE,4
Biology,Idea Drafted,4.9,2024,Qtr 3,August,21,17.75,High School,Coding,4,TRUE,4
Biology,Idea Drafted,4.3,2024,Qtr 3,August,21,34.56,High School,Writing,11,TRUE,4
Biology,Idea Drafted,4.6,2024,Qtr 3,August,24,17.79,High School,Writing,7,FALSE,4
Biology,Idea Drafted,3.7,2024,Qtr 3,August,24,26.74,Undergraduate,Coding,6,FALSE,4
Biology,Idea Drafted,3.9,2024,Qtr 3,August,25,20.6,Undergraduate,Studying,7,TRUE,3
Biology,Idea Drafted,2.5,2024,Qtr 3,August,27,13.66,Graduate,Studying,3,TRUE,3
Biology,Idea Drafted,3.4,2024,Qtr 3,August,27,33.14,High School,Research,15,TRUE,3
Biology,Idea Drafted,1,2024,Qtr 3,August,27,16.72,Undergraduate,Coding,6,TRUE,2
Biology,Idea Drafted,5,2024,Qtr 3,August,28,20.35,Undergraduate,Homework Help,7,TRUE,5
Biology,Idea Drafted,1.2,2024,Qtr 3,August,29,21.97,Undergraduate,Writing,10,TRUE,3
Biology,Idea Drafted,2.3,2024,Qtr 3,September,1,9.89,Undergraduate,Coding,3,FALSE,3
Biology,Idea Drafted,3.6,2024,Qtr 3,September,3,14.77,Undergraduate,Writing,3,TRUE,2
Biology,Idea Drafted,4.2,2024,Qtr 3,September,4,39.95,Undergraduate,Coding,15,TRUE,3
Biology,Idea Drafted,5,2024,Qtr 3,September,4,7,Undergraduate,Writing,3,FALSE,3
Biology,Idea Drafted,4.9,2024,Qtr 3,September,4,19.61,Undergraduate,Writing,8,TRUE,5
Biology,Idea Drafted,3.7,2024,Qtr 3,September,7,10.83,Graduate,Studying,2,FALSE,3
Biology,Idea Drafted,3.2,2024,Qtr 3,September,7,17.11,Undergraduate,Studying,6,FALSE,2
Biology,Idea Drafted,4.2,2024,Qtr 3,September,8,30.83,High School,Writing,11,TRUE,5
Biology,Idea Drafted,4.4,2024,Qtr 3,September,9,28.75,Graduate,Writing,6,FALSE,5
Biology,Idea Drafted,3.5,2024,Qtr 3,September,11,10.78,Undergraduate,Studying,2,TRUE,3
Biology,Idea Drafted,3.2,2024,Qtr 3,September,14,11.86,Undergraduate,Writing,2,TRUE,2
Biology,Idea Drafted,3.1,2024,Qtr 3,September,16,34.58,High School,Coding,8,TRUE,4
Biology,Idea Drafted,4.4,2024,Qtr 3,September,16,66.27,High School,Writing,31,TRUE,5
Biology,Idea Drafted,3.9,2024,Qtr 3,September,16,55.46,Undergraduate,Homework Help,12,TRUE,3
Biology,Idea Drafted,2.4,2024,Qtr 3,September,17,20.38,Undergraduate,Homework Help,7,TRUE,3
Biology,Idea Drafted,3.8,2024,Qtr 3,September,18,34.79,High School,Brainstorming,9,TRUE,4
Biology,Idea Drafted,2.6,2024,Qtr 3,September,18,1.9,Undergraduate,Homework Help,1,TRUE,3
Biology,Idea Drafted,3.3,2024,Qtr 3,September,19,14.64,High School,Writing,5,TRUE,3
Biology,Idea Drafted,4.6,2024,Qtr 3,September,19,13.96,Undergraduate,Writing,5,TRUE,5
Biology,Idea Drafted,2.2,2024,Qtr 3,September,23,42.17,High School,Writing,14,TRUE,2
Biology,Idea Drafted,4.4,2024,Qtr 3,September,23,35.44,Undergraduate,Homework Help,11,TRUE,4
Biology,Idea Drafted,4.4,2024,Qtr 3,September,23,2.84,Undergraduate,Studying,1,TRUE,4
Biology,Idea Drafted,3.4,2024,Qtr 3,September,24,51.41,High School,Coding,14,TRUE,3
Biology,Idea Drafted,2.3,2024,Qtr 3,September,26,23.82,High School,Homework Help,6,TRUE,4
Biology,Idea Drafted,5,2024,Qtr 3,September,28,61.33,Graduate,Writing,13,TRUE,5
Biology,Idea Drafted,4.2,2024,Qtr 3,September,29,16.81,Undergraduate,Writing,3,TRUE,4
Biology,Idea Drafted,1.9,2024,Qtr 3,September,30,26.57,Undergraduate,Coding,6,TRUE,4
Biology,Idea Drafted,5,2024,Qtr 4,October,2,15.42,Graduate,Homework Help,3,TRUE,5
Biology,Idea Drafted,4.2,2024,Qtr 4,October,3,1.71,Undergraduate,Writing,1,FALSE,5
Biology,Idea Drafted,5,2024,Qtr 4,October,4,28.67,Undergraduate,Coding,7,TRUE,4
Biology,Idea Drafted,2.7,2024,Qtr 4,October,4,23.47,Undergraduate,Homework Help,6,TRUE,2
Biology,Idea Drafted,2.9,2024,Qtr 4,October,4,44.79,Undergraduate,Studying,11,TRUE,2
Biology,Idea Drafted,3.4,2024,Qtr 4,October,5,19.31,Undergraduate,Writing,4,TRUE,3
Biology,Idea Drafted,5,2024,Qtr 4,October,6,35.31,Undergraduate,Homework Help,7,FALSE,5
Biology,Idea Drafted,3.6,2024,Qtr 4,October,10,7.98,Undergraduate,Studying,1,TRUE,3
Biology,Idea Drafted,3.5,2024,Qtr 4,October,11,3.05,Undergraduate,Writing,1,FALSE,3
Biology,Idea Drafted,4,2024,Qtr 4,October,12,2.32,Undergraduate,Brainstorming,1,TRUE,2
Biology,Idea Drafted,4,2024,Qtr 4,October,12,12.81,Undergraduate,Writing,3,TRUE,4
Biology,Idea Drafted,4.5,2024,Qtr 4,October,13,2.63,Undergraduate,Brainstorming,1,FALSE,4
Biology,Idea Drafted,3.2,2024,Qtr 4,October,13,20.52,Undergraduate,Coding,4,TRUE,3
Biology,Idea Drafted,3.2,2024,Qtr 4,October,14,7.71,Graduate,Coding,1,TRUE,3
Biology,Idea Drafted,1,2024,Qtr 4,October,14,21.03,Undergraduate,Coding,7,TRUE,2
Biology,Idea Drafted,1.6,2024,Qtr 4,October,14,24.57,Undergraduate,Studying,6,TRUE,2
Biology,Idea Drafted,4.5,2024,Qtr 4,October,15,19.64,Undergraduate,Studying,7,TRUE,5
Biology,Idea Drafted,4.3,2024,Qtr 4,October,15,18.47,Undergraduate,Writing,3,TRUE,3
Biology,Idea Drafted,4.7,2024,Qtr 4,October,17,18.52,High School,Coding,6,TRUE,5
Biology,Idea Drafted,1,2024,Qtr 4,October,18,21.04,Graduate,Homework Help,6,TRUE,2
Biology,Idea Drafted,2.9,2024,Qtr 4,October,19,3.9,High School,Homework Help,1,TRUE,3
Biology,Idea Drafted,2.1,2024,Qtr 4,October,20,21.51,High School,Writing,4,TRUE,3
Biology,Idea Drafted,3.7,2024,Qtr 4,October,21,31.87,Graduate,Writing,7,FALSE,4
Biology,Idea Drafted,4.7,2024,Qtr 4,October,21,26.7,High School,Homework Help,10,TRUE,4
Biology,Idea Drafted,4,2024,Qtr 4,October,21,4.61,Undergraduate,Coding,1,TRUE,4
Biology,Idea Drafted,3.3,2024,Qtr 4,October,21,16.52,Undergraduate,Writing,3,TRUE,4
Biology,Idea Drafted,2.8,2024,Qtr 4,October,23,33.57,Graduate,Homework Help,6,TRUE,3
Biology,Idea Drafted,5,2024,Qtr 4,October,24,30.1,Undergraduate,Brainstorming,13,TRUE,4
Biology,Idea Drafted,2.2,2024,Qtr 4,October,25,14.95,Graduate,Coding,3,TRUE,4
Biology,Idea Drafted,2,2024,Qtr 4,October,27,30.09,High School,Coding,7,FALSE,2
Biology,Idea Drafted,4.1,2024,Qtr 4,October,28,49.16,Graduate,Coding,12,FALSE,4
Biology,Idea Drafted,6.2,2024,Qtr 4,October,28,60.06,Undergraduate,Studying,12,TRUE,7
Biology,Idea Drafted,2.2,2024,Qtr 4,October,30,3.92,High School,Homework Help,1,TRUE,2
Biology,Idea Drafted,2.3,2024,Qtr 4,October,30,3.41,Undergraduate,Writing,1,TRUE,3
Biology,Idea Drafted,3.3,2024,Qtr 4,November,1,6.08,Undergraduate,Writing,1,TRUE,3
Biology,Idea Drafted,4.6,2024,Qtr 4,November,4,5.89,High School,Writing,1,TRUE,4
Biology,Idea Drafted,5,2024,Qtr 4,November,4,2.85,Undergraduate,Coding,1,TRUE,5
Biology,Idea Drafted,4.7,2024,Qtr 4,November,4,64.83,Undergraduate,Writing,13,FALSE,4
Biology,Idea Drafted,3.6,2024,Qtr 4,November,7,24.12,Undergraduate,Homework Help,5,FALSE,4
Biology,Idea Drafted,4.6,2024,Qtr 4,November,7,16.86,Undergraduate,Writing,3,TRUE,5
Biology,Idea Drafted,1.6,2024,Qtr 4,November,8,19.95,Undergraduate,Homework Help,9,TRUE,2
Biology,Idea Drafted,3.5,2024,Qtr 4,November,10,10.47,Undergraduate,Coding,2,TRUE,3
Biology,Idea Drafted,5,2024,Qtr 4,November,10,16.05,Undergraduate,Homework Help,3,FALSE,3
Biology,Idea Drafted,5,2024,Qtr 4,November,11,30.97,High School,Homework Help,7,TRUE,4
Biology,Idea Drafted,5,2024,Qtr 4,November,14,7.11,Undergraduate,Studying,3,TRUE,5
Biology,Idea Drafted,3.5,2024,Qtr 4,November,14,15.31,Undergraduate,Writing,3,TRUE,4
Biology,Idea Drafted,4.3,2024,Qtr 4,November,15,21.02,Undergraduate,Homework Help,4,TRUE,4
Biology,Idea Drafted,2.9,2024,Qtr 4,November,17,5.19,Graduate,Studying,1,FALSE,2
Biology,Idea Drafted,3.2,2024,Qtr 4,November,17,12.15,High School,Homework Help,2,TRUE,3
Biology,Idea Drafted,3.2,2024,Qtr 4,November,17,27.59,Undergraduate,Homework Help,8,FALSE,3
Biology,Idea Drafted,2.7,2024,Qtr 4,November,17,41.42,Undergraduate,Writing,10,TRUE,4
Biology,Idea Drafted,2.3,2024,Qtr 4,November,18,7.46,Graduate,Writing,1,TRUE,2
Biology,Idea Drafted,1.7,2024,Qtr 4,November,18,20.59,High School,Studying,9,TRUE,2
Biology,Idea Drafted,5,2024,Qtr 4,November,20,42,Undergraduate,Coding,11,TRUE,5
Biology,Idea Drafted,3.3,2024,Qtr 4,November,20,4.83,Undergraduate,Writing,1,TRUE,3
Biology,Idea Drafted,1.7,2024,Qtr 4,November,21,20.31,Undergraduate,Coding,4,TRUE,2
Biology,Idea Drafted,3.9,2024,Qtr 4,November,22,5.57,Undergraduate,Research,1,TRUE,3
Biology,Idea Drafted,4.5,2024,Qtr 4,November,23,27.36,Graduate,Homework Help,6,FALSE,4
Biology,Idea Drafted,3,2024,Qtr 4,November,23,10.04,Undergraduate,Brainstorming,2,TRUE,3
Biology,Idea Drafted,4.1,2024,Qtr 4,November,24,3.4,High School,Studying,1,TRUE,4
Biology,Idea Drafted,3,2024,Qtr 4,November,24,5.86,Undergraduate,Brainstorming,1,TRUE,4
Biology,Idea Drafted,4,2024,Qtr 4,November,25,15.67,Undergraduate,Homework Help,4,TRUE,3
Biology,Idea Drafted,5,2024,Qtr 4,November,26,5.03,High School,Writing,1,FALSE,4
Biology,Idea Drafted,3,2024,Qtr 4,November,27,41.49,Graduate,Writing,18,TRUE,3
Biology,Idea Drafted,5,2024,Qtr 4,November,28,36.17,Undergraduate,Studying,9,TRUE,5
Biology,Idea Drafted,4.1,2024,Qtr 4,November,29,11.88,Graduate,Writing,2,TRUE,4
Biology,Idea Drafted,3,2024,Qtr 4,December,1,57.25,Graduate,Writing,12,TRUE,3
Biology,Idea Drafted,1.8,2024,Qtr 4,December,1,19.21,High School,Writing,7,TRUE,3
Biology,Idea Drafted,3,2024,Qtr 4,December,3,27.21,Undergraduate,Writing,8,FALSE,2
Biology,Idea Drafted,1.8,2024,Qtr 4,December,4,8.33,Graduate,Studying,2,TRUE,3
Biology,Idea Drafted,2.8,2024,Qtr 4,December,4,0.81,Undergraduate,Coding,1,TRUE,3
Biology,Idea Drafted,4.7,2024,Qtr 4,December,5,4.22,Undergraduate,Brainstorming,1,TRUE,4
Biology,Idea Drafted,4.7,2024,Qtr 4,December,6,2.67,High School,Writing,1,TRUE,5
Biology,Idea Drafted,1.7,2024,Qtr 4,December,6,15.45,Undergraduate,Writing,3,TRUE,3
Biology,Idea Drafted,2.8,2024,Qtr 4,December,7,13.68,Graduate,Homework Help,3,TRUE,2
Biology,Idea Drafted,9.6,2024,Qtr 4,December,7,53.08,Undergraduate,Writing,14,TRUE,9
Biology,Idea Drafted,3.1,2024,Qtr 4,December,10,4.54,Undergraduate,Coding,1,FALSE,3
Biology,Idea Drafted,4.7,2024,Qtr 4,December,10,12.6,Undergraduate,Studying,3,FALSE,4
Biology,Idea Drafted,4,2024,Qtr 4,December,10,22.54,Undergraduate,Studying,9,TRUE,4
Biology,Idea Drafted,4.4,2024,Qtr 4,December,13,23.24,Undergraduate,Homework Help,4,TRUE,3
Biology,Idea Drafted,3,2024,Qtr 4,December,14,30.97,Graduate,Homework Help,9,FALSE,2
Biology,Idea Drafted,2.8,2024,Qtr 4,December,15,80,Undergraduate,Writing,16,TRUE,4
Biology,Idea Drafted,3.8,2024,Qtr 4,December,16,14.93,Graduate,Coding,3,TRUE,5
Biology,Idea Drafted,4.4,2024,Qtr 4,December,16,21.17,Graduate,Writing,4,FALSE,4
Biology,Idea Drafted,3.4,2024,Qtr 4,December,16,20.57,High School,Writing,4,FALSE,3
Biology,Idea Drafted,3.8,2024,Qtr 4,December,18,7.15,Graduate,Writing,1,TRUE,4
Biology,Idea Drafted,3.4,2024,Qtr 4,December,18,6.14,Undergraduate,Studying,1,TRUE,3
Biology,Idea Drafted,4.7,2024,Qtr 4,December,19,20.84,High School,Homework Help,8,FALSE,4
Biology,Idea Drafted,2.9,2024,Qtr 4,December,21,18.5,Undergraduate,Coding,6,TRUE,3
Biology,Idea Drafted,3.6,2024,Qtr 4,December,23,36.19,Undergraduate,Writing,7,TRUE,4
Biology,Idea Drafted,3.2,2024,Qtr 4,December,27,11.61,Graduate,Coding,2,TRUE,2
Biology,Idea Drafted,2.9,2024,Qtr 4,December,30,1.87,Undergraduate,Studying,1,TRUE,3
Biology,Idea Drafted,4.1,2024,Qtr 4,December,31,21.24,High School,Studying,4,TRUE,4
Biology,Idea Drafted,3.6,2025,Qtr 1,January,1,19.41,Undergraduate,Writing,5,FALSE,3
Biology,Idea Drafted,3,2025,Qtr 1,January,2,2.42,Graduate,Studying,1,TRUE,4
Biology,Idea Drafted,3.4,2025,Qtr 1,January,2,34.89,Undergraduate,Brainstorming,9,TRUE,3
Biology,Idea Drafted,2.8,2025,Qtr 1,January,3,51.31,Undergraduate,Brainstorming,17,FALSE,3
